"AffiliateItemCard href","ItemCard__image src","ItemCard__name"
"https://affiliate.shopee.vn/offer/product_offer/16687477269?trace=%7B%22trace_id%22%3A%220.ZpuMoLdgyV.200%22%2C%22list_type%22%3A200%2C%22exp_group_ids%22%3A%5B648055%2C655400%2C657568%2C657585%2C635297%5D%2C%22root_trace_id%22%3A%220.ZpuMoLdgyV.200%22%2C%22root_list_type%22%3A200%7D","https://down-aka-vn.img.susercontent.com/vn-11134207-820l4-mjxrz3qo4nia89.webp","Kính Cường Lực Iphone Tự Dán Chống Nhìn Trộm, trong suốt FULL HỘP Cho ip 7P/8P/X/XS/XR/11/12/13/14/15/16/17/Pro/Max"
"https://affiliate.shopee.vn/offer/product_offer/21318354488?trace=%7B%22trace_id%22%3A%220.ZpuMoLdgyV.200%22%2C%22list_type%22%3A200%2C%22exp_group_ids%22%3A%5B648055%2C655400%2C657568%2C657585%2C635297%5D%2C%22root_trace_id%22%3A%220.ZpuMoLdgyV.200%22%2C%22root_list_type%22%3A200%7D","https://down-aka-vn.img.susercontent.com/vn-11134207-820l4-mg8tkwqwv95b70.webp","Cường lực iphone 14 ProMax 15 Plus 14 Pro 13 ProMax 13 Pro 12 Pro Max 11 Pro Max Xs X Xr 7 8 Plus 16 17 Air [3D]"
"https://affiliate.shopee.vn/offer/product_offer/46051002508?trace=%7B%22trace_id%22%3A%220.ZpuMoLdgyV.200%22%2C%22list_type%22%3A200%2C%22exp_group_ids%22%3A%5B648055%2C655400%2C657568%2C657585%2C635297%5D%2C%22root_trace_id%22%3A%220.ZpuMoLdgyV.200%22%2C%22root_list_type%22%3A200%7D","https://down-aka-vn.img.susercontent.com/vn-11134201-820l4-mgruqnj1oah663.webp","[QUÀ TẶNG GIẤY LAU] Khăn lau 1 và 2 mếng lau vệ sinh màn hình điện thoại"
"https://affiliate.shopee.vn/offer/product_offer/5589708136?trace=%7B%22trace_id%22%3A%220.ZpuMoLdgyV.200%22%2C%22list_type%22%3A200%2C%22exp_group_ids%22%3A%5B648055%2C655400%2C657568%2C657585%2C635297%5D%2C%22root_trace_id%22%3A%220.ZpuMoLdgyV.200%22%2C%22root_list_type%22%3A200%7D","https://down-aka-vn.img.susercontent.com/vn-11134207-7ras8-mdtw847n9kfla2.webp","[QUÀ TẶNG KHÁCH VIP] Miếng Dán Mèo Thần Tài gắn ốp lưng điện thoại Mạ Vàng Mang Tới Tài Lộc [SKY 8899]"
"https://affiliate.shopee.vn/offer/product_offer/6816312877?trace=%7B%22trace_id%22%3A%220.ZpuMoLdgyV.200%22%2C%22list_type%22%3A200%2C%22exp_group_ids%22%3A%5B648055%2C655400%2C657568%2C657585%2C635297%5D%2C%22root_trace_id%22%3A%220.ZpuMoLdgyV.200%22%2C%22root_list_type%22%3A200%7D","https://down-aka-vn.img.susercontent.com/vn-11134207-81ztc-mllx5j0c00slb6.webp","[TẶNG MIẾNG NGẪU NHIÊN] Miếng lót sơ sinh Bobby Newborn 1-108 miếng"
"https://affiliate.shopee.vn/offer/product_offer/28038764607?trace=%7B%22trace_id%22%3A%220.ZpuMoLdgyV.200%22%2C%22list_type%22%3A200%2C%22exp_group_ids%22%3A%5B648055%2C655400%2C657568%2C657585%2C635297%5D%2C%22root_trace_id%22%3A%220.ZpuMoLdgyV.200%22%2C%22root_list_type%22%3A200%7D","https://down-aka-vn.img.susercontent.com/vn-11134207-820l4-mj508i9s3k03e6.webp","[QUÀ TẶNG KHÔNG BÁN] Gói Xả Đậm Đặc Hygiene 20ml - Ánh Dương Hạnh Phúc"
"https://affiliate.shopee.vn/offer/product_offer/9717344505?trace=%7B%22trace_id%22%3A%220.ZpuMoLdgyV.200%22%2C%22list_type%22%3A200%2C%22exp_group_ids%22%3A%5B648055%2C655400%2C657568%2C657585%2C635297%5D%2C%22root_trace_id%22%3A%220.ZpuMoLdgyV.200%22%2C%22root_list_type%22%3A200%7D","https://down-aka-vn.img.susercontent.com/vn-11134207-81ztc-mkd7py8rc0eb57.webp","Kính cường lực iphone KK full 6plus/6s/6splus/7/7plus/8/8plus/x/xs/11/12/13/14/15/16/17/pro/max/promax/plus AWiFi D4-4"
"https://affiliate.shopee.vn/offer/product_offer/44853998362?trace=%7B%22trace_id%22%3A%220.ZpuMoLdgyV.200%22%2C%22list_type%22%3A200%2C%22exp_group_ids%22%3A%5B648055%2C655400%2C657568%2C657585%2C635297%5D%2C%22root_trace_id%22%3A%220.ZpuMoLdgyV.200%22%2C%22root_list_type%22%3A200%7D","https://down-aka-vn.img.susercontent.com/vn-11134207-820l4-miwoezgmo8oz3a.webp","Ốp Lưng Iphone TPU Silicon 2in1 kẹo Pastel nhám 6/6s/7/8/plus/x/xs/11/12/13/14/15/16/17/pro/max/plus/promax- 1Awifi S2-5"
"https://affiliate.shopee.vn/offer/product_offer/4812682396?trace=%7B%22trace_id%22%3A%220.ZpuMoLdgyV.200%22%2C%22list_type%22%3A200%2C%22exp_group_ids%22%3A%5B648055%2C655400%2C657568%2C657585%2C635297%5D%2C%22root_trace_id%22%3A%220.ZpuMoLdgyV.200%22%2C%22root_list_type%22%3A200%7D","https://down-aka-vn.img.susercontent.com/vn-11134207-7ra0g-m9zmo77vdikka7.webp","Kính Cường Lực Chống Nhìn Trộm Có Khung Tự Dán, Trong Suốt -iPhone 7/8/Plus/X/XS/XR/11/12/13/14/15/16/17Pro/Max/Mini/Air"
"https://affiliate.shopee.vn/offer/product_offer/28309604497?trace=%7B%22trace_id%22%3A%220.ZpuMoLdgyV.200%22%2C%22list_type%22%3A200%2C%22exp_group_ids%22%3A%5B648055%2C655400%2C657568%2C657585%2C635297%5D%2C%22root_trace_id%22%3A%220.ZpuMoLdgyV.200%22%2C%22root_list_type%22%3A200%7D","https://down-aka-vn.img.susercontent.com/vn-11134207-7ra0g-m9zvcez1crh646.webp","Ốp Lưng iPhone TPU Đệm Nhung Chống bẩn, Bảo Vệ Camera - iP 6/7/8/X/XS/XR/11/12/13/14/15/16/17/Mini/Plus/Pro/Max/Air"
