"AffiliateItemCard href","ItemCard__image src","ItemCard__name"
"https://affiliate.shopee.vn/offer/product_offer/23915942301?trace=%7B%22trace_id%22%3A%220.HIg2Us3Cel.200%22%2C%22list_type%22%3A200%2C%22exp_group_ids%22%3A%5B655400%2C648055%2C657568%2C635297%2C657585%5D%2C%22root_trace_id%22%3A%220.HIg2Us3Cel.200%22%2C%22root_list_type%22%3A200%7D","https://down-ws-vn.img.susercontent.com/sg-11134201-82601-mlljryb3ikn474.webp","Kem Lót Dưỡng Ẩm JUDYDOLL Nourishing Makeup Base Chống Mốc Nền Giữ nền lâu trôi Cho da khô 30g"
"https://affiliate.shopee.vn/offer/product_offer/21619809513?trace=%7B%22trace_id%22%3A%220.HIg2Us3Cel.200%22%2C%22list_type%22%3A200%2C%22exp_group_ids%22%3A%5B655400%2C648055%2C657568%2C635297%2C657585%5D%2C%22root_trace_id%22%3A%220.HIg2Us3Cel.200%22%2C%22root_list_type%22%3A200%7D","https://down-ws-vn.img.susercontent.com/sg-11134201-8260r-mlm0s3dej9c12c.webp","Bộ Serum Glycolic Melasyl 8% [Melasyl+Glycolic+Niacinamide] 30ml & Kem dưỡng ngày đêm mờ thâm nám L'Oreal Paris Glycolic"
"https://affiliate.shopee.vn/offer/product_offer/29172489261?trace=%7B%22trace_id%22%3A%220.HIg2Us3Cel.200%22%2C%22list_type%22%3A200%2C%22exp_group_ids%22%3A%5B655400%2C648055%2C657568%2C635297%2C657585%5D%2C%22root_trace_id%22%3A%220.HIg2Us3Cel.200%22%2C%22root_list_type%22%3A200%7D","https://down-ws-vn.img.susercontent.com/cn-11134207-820l4-mkj68noy2kucd5.webp","AZTK Son Kem Lì Dưỡng Màu Mềm Mịn Lâu Trôi 1.9g"
"https://affiliate.shopee.vn/offer/product_offer/42517930095?trace=%7B%22trace_id%22%3A%220.HIg2Us3Cel.200%22%2C%22list_type%22%3A200%2C%22exp_group_ids%22%3A%5B655400%2C648055%2C657568%2C635297%2C657585%5D%2C%22root_trace_id%22%3A%220.HIg2Us3Cel.200%22%2C%22root_list_type%22%3A200%7D","https://down-ws-vn.img.susercontent.com/vn-11134207-820l4-mectulug44jo32.webp","[HB GIFT 5] Kem mắt 5ml cho mặt Chống lão hóa PROSHOT COLLA-JUVENATION LIFT 4 5ML"
"https://affiliate.shopee.vn/offer/product_offer/56505889262?trace=%7B%22trace_id%22%3A%220.HIg2Us3Cel.200%22%2C%22list_type%22%3A200%2C%22exp_group_ids%22%3A%5B655400%2C648055%2C657568%2C635297%2C657585%5D%2C%22root_trace_id%22%3A%220.HIg2Us3Cel.200%22%2C%22root_list_type%22%3A200%7D","https://down-ws-vn.img.susercontent.com/sg-11134201-82620-mkdlfb5lh43n86.webp","[QUÀ TẶNG KHÔNG BÁN] Kem dưỡng kết cấu mochi căng mọng da 7ml"
"https://affiliate.shopee.vn/offer/product_offer/44103947407?trace=%7B%22trace_id%22%3A%220.HIg2Us3Cel.200%22%2C%22list_type%22%3A200%2C%22exp_group_ids%22%3A%5B655400%2C648055%2C657568%2C635297%2C657585%5D%2C%22root_trace_id%22%3A%220.HIg2Us3Cel.200%22%2C%22root_list_type%22%3A200%7D","https://down-ws-vn.img.susercontent.com/vn-11134207-7ras8-mde5rjvb0f30a9.webp","Serum Dưỡng Thể NIVEA 10 Super Vitamins & Skin Foods Sáng Da/Vitamin Extra Bright C&AHA Dưỡng Sáng (300ml) - 93824/99197"
"https://affiliate.shopee.vn/offer/product_offer/21473335559?trace=%7B%22trace_id%22%3A%220.HIg2Us3Cel.200%22%2C%22list_type%22%3A200%2C%22exp_group_ids%22%3A%5B655400%2C648055%2C657568%2C635297%2C657585%5D%2C%22root_trace_id%22%3A%220.HIg2Us3Cel.200%22%2C%22root_list_type%22%3A200%7D","https://down-ws-vn.img.susercontent.com/sg-11134201-82608-mli2ihuh258h07.webp","Kem dưỡng ẩm & phục hồi đa năng La Roche-Posay Cicaplast Baume B5+ giúp phục hồi da sau 1 lần sử dụng - phiên bản 40ml"
"https://affiliate.shopee.vn/offer/product_offer/21732934778?trace=%7B%22trace_id%22%3A%220.HIg2Us3Cel.200%22%2C%22list_type%22%3A200%2C%22exp_group_ids%22%3A%5B655400%2C648055%2C657568%2C635297%2C657585%5D%2C%22root_trace_id%22%3A%220.HIg2Us3Cel.200%22%2C%22root_list_type%22%3A200%7D","https://down-ws-vn.img.susercontent.com/sg-11134201-82628-mlkxjdicu1oi69.webp","Kem dưỡng ẩm phục hồi chuyên sâu và giữ da ẩm mịn suốt 48H CERAVE MOISTURISING CREAM 50ML"
"https://affiliate.shopee.vn/offer/product_offer/1042697070?trace=%7B%22trace_id%22%3A%220.HIg2Us3Cel.200%22%2C%22list_type%22%3A200%2C%22exp_group_ids%22%3A%5B655400%2C648055%2C657568%2C635297%2C657585%5D%2C%22root_trace_id%22%3A%220.HIg2Us3Cel.200%22%2C%22root_list_type%22%3A200%7D","https://down-ws-vn.img.susercontent.com/vn-11134201-7ras8-maldsoxymg1tee.webp","Sữa Dưỡng Thể NIVEA Sáng Da Ban Đêm 8 Super Foods (350 ml) – 98412"
"https://affiliate.shopee.vn/offer/product_offer/19128682241?trace=%7B%22trace_id%22%3A%220.HIg2Us3Cel.200%22%2C%22list_type%22%3A200%2C%22exp_group_ids%22%3A%5B655400%2C648055%2C657568%2C635297%2C657585%5D%2C%22root_trace_id%22%3A%220.HIg2Us3Cel.200%22%2C%22root_list_type%22%3A200%7D","https://down-ws-vn.img.susercontent.com/vn-11134207-81ztc-mlfth4s0j1u0c8.webp","Combo kem tẩy lông và kem dưỡng Ollie tẩy vùng kín, nách, tay, chân , an toàn không đau rát,dưỡng da phù hợp mọi loại da"
